Article_Link,Article_Title,Date,Author,Description,Topic
https://www.smashingmagazine.com/2020/06/website-stressing-out-visitors/ ,Is Your Website Stressing Out Visitors?,"june 10, 2020 ",Suzanne Scacca," Stress isn’t just something that makes people feel uncomfortable. There are many things that might invoke this response from your visitors, including the design. In this article, we’re going to look at some ways to de-stress your design.",UX DESIGN
https://www.smashingmagazine.com/2020/06/user-interview-questions/ ,12 Ways To Improve User Interview Questions,"june 9, 2020 ",Slava Shestopalov," Right questions don’t simply roll off the tongue, but it’s a handy skill everyone can train. The following pieces of advice will help you to formulate questions that foster reliable answers from your users and clients.",UX DESIGN
https://www.smashingmagazine.com/2020/06/equivalent-experiences-part2/ ,Equivalent Experiences: Thinking Equivalently,"june 5, 2020 ",Eric Bailey," Constructing an equivalent experience may mean changing the way you think about development and design, and potentially reevaluating your existing work. In this article, we’ll address common accessibility issues, and how to best go about improving them so everyone can effortlessly access your content.",UX DESIGN
https://www.smashingmagazine.com/2020/06/test-design-concept-effectiveness/ ,How To Test A Design Concept For Effectiveness,"june 4, 2020 ",Paul Boag," Getting a client or stakeholder to approve a design concept can be challenging. However, testing can make it easier, as well as ensuring you have the right solution.",UX DESIGN
https://www.smashingmagazine.com/2020/05/research-study-double-diamond-model/ ,How To Run The Right Kind Of Research Study With The Double-Diamond Model,"may 29, 2020 ",Steve Bromley," This article equips you with some of the tools you will need to run high quality, reliable studies that have a real impact on design and product decisions.",UX DESIGN
https://www.smashingmagazine.com/2020/05/equivalent-experiences-part1/ ,Equivalent Experiences: What Are They?,"may 27, 2020 ",Eric Bailey," An equivalent experience is one that has been deliberately conceived of and built to be able to be used by the widest possible range of people. To create an equivalent experience, you must understand all the different ways people interact with technology.",UX DESIGN
https://www.smashingmagazine.com/2020/05/data-visualization-mobile-web-experience/ ,Can Data Visualization Improve The Mobile Web Experience?,"may 19, 2020 ",Suzanne Scacca," In this article, Suzanne Scacca proposes some ways to turn essential content into graphics to conserve space, create a more engaging UI and preserve the overall integrity of your content on mobile.",UX DESIGN
https://www.smashingmagazine.com/2020/05/accessible-images/ ,Accessible Images For When They Matter Most,"may 15, 2020 ",Carie Fisher," In this article, we will review the different types of images, dive into some real-world examples of inaccessible public service announcements, and discuss which elements matter most when critical messages need to reach everyone.",UX DESIGN
https://www.smashingmagazine.com/2020/05/convince-others-against-dark-patterns/ ,How To Convince Others Not To Use Dark Patterns,"may 13, 2020 ",Paul Boag, Arguing that dark patterns are unethical is not enough on its own. We will also need to make the case to clients and colleagues that they are damaging to business.,UX DESIGN
https://www.smashingmagazine.com/2020/05/micro-typography-space-kern-punctuation-marks-symbols/ ,Micro-Typography: How To Space And Kern Punctuation Marks And Other Symbols,"may 12, 2020 ",Thomas Bohm," For hundreds of years, we have been using white space in typography. Today, in 2020, how do we add spacing to punctuation marks and other symbols, and how do we adjust the space on the left and right side in an easy and consistent way? It is actually not as easy and quick as it should be.",UX DESIGN
https://www.smashingmagazine.com/2020/05/reducing-design-risk/ ,Reducing Design Risk,"may 7, 2020 ",Eric Olive," The pressure to rush market and usability research carries risk. In this article, we’ll cover four practical techniques to mitigate this risk and create designs that better serve customers and the company.",UX DESIGN
https://www.smashingmagazine.com/2020/04/landing-page-design/ ,How To Create A Compelling Landing Page,"april 21, 2020 ",Paul Boag," Creating a compelling landing page involves a combination of clear focus, persuasive copy, considered design and relentless testing. Without all four your page will fail.",UX DESIGN
https://www.smashingmagazine.com/2020/04/structured-data-design-process/ ,Baking Structured Data Into The Design Process,"april 9, 2020 ",Frederick O’Brien," Retrofitting search engine optimization only gets you so far. As metadata gets smarter, it’s more important than ever to build it into the design process from the start.",UX DESIGN
https://www.smashingmagazine.com/2020/03/web-design-trend-popular/ ,What Should You Do When A Web Design Trend Becomes Too Popular?,"march 31, 2020 ",Suzanne Scacca, This guide aims to help you figure out which approach makes the most sense when considering popular design trends for your site.,UX DESIGN
https://www.smashingmagazine.com/2020/03/ethical-design-handbook-release/ ,"Make Honest Design Work For Digital Business, With “Ethical Design Handbook”","march 10, 2020 ",Vitaly Friedman," Meet “Ethical Design Handbook”, our new practical guide on how to help companies grow sustainably with honest digital products. Without dark patterns, with ethics in mind, and ready for GDPR and CCPA.",UX DESIGN
https://www.smashingmagazine.com/2020/02/foldable-web-meaning/ ,What Does A Foldable Web Actually Mean?,"february 26, 2020 ",Frederick O’Brien," Foldable devices have brought with them talk of a ‘foldable web,’ and the idea that long-standing web conventions may be on the verge of a serious shakeup. Is it all hype, or is it time to get flexible?",UX DESIGN
https://www.smashingmagazine.com/2020/02/design-mobile-apps-one-hand-usage/ ,How To Design Mobile Apps For One-Hand Usage,"february 20, 2020 ",Maitrik Kataria, 90% of the smartphones sold today have >5-inch displays. Bigger screen real estate presents newer challenges and opportunities for app makers and designers. Let’s look at how designing apps for one-handed usage can solve those challenges.,UX DESIGN
https://www.smashingmagazine.com/2020/01/design-powerful-narratives-mobile/ ,How To Design Powerful Narratives On Mobile,"january 27, 2020 ",Suzanne Scacca," Want to build a website or PWA that attracts a large audience and then converts as much of that audience into paying customers as possible? If that’s the case, what you need to do is use storytelling in your design.",UX DESIGN
https://www.smashingmagazine.com/2019/12/beyond-sprint-alternative-integrating-teams/ ,Beyond Sprint 0: An Alternative For Integrating Teams,"december 24, 2019 ",Shamsi Brinn," Sprint 0, and its close cousin the design sprint, came about to solve real, everyday challenges. But do they deliver real value or just an illusion? In this article, Shamsi Brinn proposes an alternative first sprint that supports agile teamwork and delivers measurable results.",UX DESIGN
